pseudoID;submitdate;lastpage;startlanguage;seed;startdate;datestamp;refurl;timePoint;Einv;studyGroup;AppName;Bew1;Bew2;Bew3;Bew4;Bew5;Bew6;STG;Habit[Habit1];Habit[Habit2];Habit[Habit3];Habit[Habit4];Intention1[Int1];Intention2[Int2];Intention3[Int3];Att1[Att1];Att2[Att2];Att3[Att3];Att4[Att4];Att5[Att5];Norm1[Norm1];Norm2[Norm2];Norm3[Norm3];ACheck1[ACheck1];Norm4[Norm4];Norm5[Norm5];Norm6[Norm6];Control1[Con1];Control2[Con2];Control3[Con3];Control4[Con4];KIM[IntVer1];KIM[IntVer2];KIM[IntVer3];KIM[wKomp1];KIM[wKomp2];KIM[wKomp3];KIM[wWahl1];KIM[wWahl2];KIM[wWahl3];KIM[DrAn1];KIM[DrAn2];KIM[DrAn3];KIM[ACheck2];ZiMo[discat1];ZiMo[discat2];ZiMo[discat3];ZiMo[discat4];ZiMo[discat5];ZiMo[enjoy1];ZiMo[enjoy2];ZiMo[enjoy3];ZiMo[fit1];ZiMo[fit2];ZiMo[fit3];ZiMo[heal1];ZiMo[heal2];ZiMo[heal3];ZiMo[comper1];ZiMo[comper2];ZiMo[comper3];ZiMo[aes1];ZiMo[aes2];ZiMo[con1];ZiMo[con2];ZiMo[con3];ZiMo[con4];ZiMo[con5];ZiMo[figapp1];ZiMo[figapp2];ZiMo[figapp3];ZiMo[risk1];ZiMo[risk2];ZiMo[risk3];ZiMo[ACheck3];MotivComp[MotivComp1];MotivComp[MotivComp2];MotivComp[MotivComp3];MotivComp[MotivComp4];VolSelf[VolSelf1];VolSelf[VolSelf2];VolSelf[VolSelf3];ActionPlan[ActionPlan1];ActionPlan[ActionPlan2];ActionPlan[ActionPlan3];ActionPlan[ActionPlan4];Geb;Ges;Ges[other];Ethn[Eu];Ethn[Eucomment];Ethn[As];Ethn[Ascomment];Ethn[Am];Ethn[Amcomment];Ethn[Af];Ethn[Afcomment];Ethn[AuNe];Ethn[AuNecomment];Ethn[LaAa];Ethn[LaAacomment];Ethn[Noe];Ethn[Noecomment];Ethn[In];Ethn[Incomment];Ethn[other];Ethn[othercomment];Wohn;Wohn[other];Edu;Prof;Prof[other];Einko;Einko[other];Branche;AlltagAbl[AufWa];AlltagAbl[StaProf]; ;AlltagAbl[BettZeit];AlltagAbl[PausDau];AlltagAbl[FreiDau];PhoneSystem[other];AppUseGeneral;QualAppGeneral;AppUseStudy;AppUseDays;TransferAppDetail;TAM[WA1];TAM[WA2];TAM[WA3];TAM[WN1];TAM[WN2];TAM[WN3];TAM[WN4];TAM[WB1];TAM[WB2];TAM[WB3];TAM[WB4];TAM[WF1];TAM[WF2];TAM[WF3];TAM[WF4];TAM[WV1];TAM[WV2];TAM[WV3];TAM[WV4];TAM[NI1];TAM[NI2];TAM[NI3];TAM[NI4];QualPos;QualNeg;otherAppUse;QualOthApp;SystemLink;eMailValidIG;eMailValidKG;interviewtime;groupTime19488;groupTime19449;groupTime19489;groupTime19452;groupTime19451;groupTime19453;groupTime19454;groupTime19455;groupTime19456;groupTime19458;groupTime19461;groupTime19862;groupTime19863;groupTime19864;groupTime19450;groupTime19487;groupTime19486;groupTime19491;groupTime19462
MX2X18HA;19.03.2026 14:06;16;de;129058;19.03.2026 13:42;19.03.2026 14:06;;T2;Ja;24;;0 Tage;;2 Tage;28;7 Tage;62;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;3;3;3;4;6;7;7;5;6;6;5;6;4;6;4;;5;3;5;6;5;6;6;3 - stimmt ziemlich;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;1 - stimmt wenig;1 - stimmt wenig;1 - stimmt wenig;;4;4;5;4;4;2;3;4;5;5;5;5;4;4;;;;5;4;4;5;4;5;5;5;4;4;2;2;2;;5;5;5;4;;4;3;3;2;2;2;2008;Männlich;;;;;;;;Ja;;;;;;;;;;;;Schweiz;;Bachelor;Angestellt;;4000-4500 CHF;;Detailhandel;08:30:00;08:45:00;17:45:00;22:30;81;175;;Ja;Apple Health;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Fitbit;SYS-005222;;Ja;1487;;;;;;;;;;;;;;;;;;;
XEQBNHL1;19.03.2026 17:11;16;de;481774;19.03.2026 17:02;19.03.2026 17:11;;T3;Ja;24;;0 Tage;;5 Tage;27;7 Tage;71;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;2;2;2;4;5;6;6;6;6;;4;5;5;6;4;;4;4;3;4;4;3;4;3 - stimmt ziemlich;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;1 - stimmt wenig;2 - stimmt teils-teils;1 - stimmt wenig;;5;4;4;4;5;3;3;4;5;5;5;4;5;4;;;;5;5;;;;;;5;5;5;4;4;3;;5;5;4;5;3;;4;3;3;2;3;2008;Männlich;;;;;;;;Ja;;;;;;;;;;;;Schweiz;;Master;Arbeitslos;;4000-4500 CHF;;Bildung;07:15:00;07:45:00;20:15:00;21:45;28;297;;Ja;Samsung Watch;Nein;;;5;5;5;5;5;5;5;6;5;4;4;4;5;5;4;5;5;5;5;4;4;5;4;;;Ja;Google Fit;SYS-005422;;Ja;586;;;;;;;;;;;;;;;;;;;
N13JCAT9;19.03.2026 17:11;16;de;481774;19.03.2026 17:02;19.03.2026 17:11;;T3;Ja;24;;0 Tage;;5 Tage;27;7 Tage;71;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;2;2;2;4;5;6;6;6;6;;4;5;5;6;4;;4;4;3;4;4;3;4;3 - stimmt ziemlich;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;1 - stimmt wenig;2 - stimmt teils-teils;1 - stimmt wenig;;5;4;4;4;5;3;3;4;5;5;5;4;5;4;;;;5;5;;;;;;5;5;5;4;4;3;;5;5;4;5;3;;4;3;3;2;3;2008;Männlich;;;;;;;;Ja;;;;;;;;;;;;Schweiz;;Master;Arbeitslos;;4000-4500 CHF;;Bildung;07:15:00;07:45:00;20:15:00;21:45;28;297;;Ja;Samsung Watch;Nein;;;5;5;5;5;5;5;5;6;5;4;4;4;5;5;4;5;5;5;5;4;4;5;4;;;Ja;Google Fit;SYS-005422;;Ja;586;;;;;;;;;;;;;;;;;;;
MX2X18HA;19.03.2026 17:11;16;de;481774;19.03.2026 17:02;19.03.2026 17:11;;T3;Ja;24;;0 Tage;;5 Tage;27;7 Tage;71;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;2;2;2;4;5;6;6;6;6;;4;5;5;6;4;;4;4;3;4;4;3;4;3 - stimmt ziemlich;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;1 - stimmt wenig;2 - stimmt teils-teils;1 - stimmt wenig;;5;4;4;4;5;3;3;4;5;5;5;4;5;4;;;;5;5;;;;;;5;5;5;4;4;3;;5;5;4;5;3;;4;3;3;2;3;2008;Männlich;;;;;;;;Ja;;;;;;;;;;;;Schweiz;;Master;Arbeitslos;;4000-4500 CHF;;Bildung;07:15:00;07:45:00;20:15:00;21:45;28;297;;Ja;Samsung Watch;Nein;;;5;5;5;5;5;5;5;6;5;4;4;4;5;5;4;5;5;5;5;4;4;5;4;;;Ja;Google Fit;SYS-005422;;Ja;586;;;;;;;;;;;;;;;;;;;
FEYUHZ1G;19.03.2026 10:42;13;de;959419;19.03.2026 10:23;19.03.2026 10:42;;T1;Ja;24;;0 Tage;;1 Tag;16;3 Tage;35;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;1;1;1;1;;2;;3;3;;3;;3;3;2;;2;3;4;2;3;3;3;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;;3 - stimmt ziemlich;1 - stimmt wenig;;;;;;4;2;2;2;;;;4;4;4;4;4;4;4;4;;;;;;2;4;4;1;2;2;;4;;3;4;4;5;4;2;1;1;1;1971;Männlich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Master;Angestellt;;> 4500 CHF;;IT;05:15:00;08:15:00;20:45:00;22:30;88;223;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005023;;Ja;1181;;;;;;;;;;;;;;;;;;;
V0E38DAL;19.03.2026 10:42;13;de;959419;19.03.2026 10:23;19.03.2026 10:42;;T1;Ja;24;;0 Tage;;1 Tag;16;3 Tage;35;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;1;1;1;1;;2;;3;3;;3;;3;3;2;;2;3;4;2;3;3;3;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;;3 - stimmt ziemlich;1 - stimmt wenig;;;;;;4;2;2;2;;;;4;4;4;4;4;4;4;4;;;;;;2;4;4;1;2;2;;4;;3;4;4;5;4;2;1;1;1;1971;Männlich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Master;Angestellt;;> 4500 CHF;;IT;05:15:00;08:15:00;20:45:00;22:30;88;223;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005023;;Ja;1181;;;;;;;;;;;;;;;;;;;
Y8OZCYWD;19.03.2026 10:42;13;de;959419;19.03.2026 10:23;19.03.2026 10:42;;T1;Ja;24;;0 Tage;;1 Tag;16;3 Tage;35;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;1;1;1;1;;2;;3;3;;3;;3;3;2;;2;3;4;2;3;3;3;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;;3 - stimmt ziemlich;1 - stimmt wenig;;;;;;4;2;2;2;;;;4;4;4;4;4;4;4;4;;;;;;2;4;4;1;2;2;;4;;3;4;4;5;4;2;1;1;1;1971;Männlich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Master;Angestellt;;> 4500 CHF;;IT;05:15:00;08:15:00;20:45:00;22:30;88;223;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005023;;Ja;1181;;;;;;;;;;;;;;;;;;;
FEYUHZ1G;19.03.2026 14:03;14;de;553505;19.03.2026 13:43;19.03.2026 14:03;;T2;Ja;24;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;;;;;;;;;;;;;;;;;;;;2;4;3;;;;;;;;;;;;;1971;Männlich;;Ja;;;;;;;;;;;;;;;;;;Deutschland;;Matura;Selbständig;;> 4500 CHF;;Büro;07:30:00;10:15:00;18:15:00;21:30;35;39;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005223;;Ja;1205;;;;;;;;;;;;;;;;;;;
V0E38DAL;19.03.2026 14:03;14;de;553505;19.03.2026 13:43;19.03.2026 14:03;;T2;Ja;24;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;;;;;;;;;;;;;;;;;;;;2;4;3;;;;;;;;;;;;;1971;Männlich;;Ja;;;;;;;;;;;;;;;;;;Deutschland;;Matura;Selbständig;;> 4500 CHF;;Büro;07:30:00;10:15:00;18:15:00;21:30;35;39;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005223;;Ja;1205;;;;;;;;;;;;;;;;;;;
Y8OZCYWD;19.03.2026 14:03;14;de;553505;19.03.2026 13:43;19.03.2026 14:03;;T2;Ja;24;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;;;;;;;;;;;;;;;;;;;;2;4;3;;;;;;;;;;;;;1971;Männlich;;Ja;;;;;;;;;;;;;;;;;;Deutschland;;Matura;Selbständig;;> 4500 CHF;;Büro;07:30:00;10:15:00;18:15:00;21:30;35;39;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005223;;Ja;1205;;;;;;;;;;;;;;;;;;;
FEYUHZ1G;19.03.2026 17:10;12;de;625383;19.03.2026 17:03;19.03.2026 17:10;;T3;Ja;24;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;4;3;;;;;;;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1971;Männlich;;;;Ja;;;;;;;;;;;;;;;;Schweiz;;Berufsausbildung;Selbständig;;> 4500 CHF;;Bildung;08:15:00;07:15:00;16:45:00;21:00;28;147;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005423;;Ja;472;;;;;;;;;;;;;;;;;;;
V0E38DAL;19.03.2026 17:10;12;de;625383;19.03.2026 17:03;19.03.2026 17:10;;T3;Ja;24;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;4;3;;;;;;;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1971;Männlich;;;;Ja;;;;;;;;;;;;;;;;Schweiz;;Berufsausbildung;Selbständig;;> 4500 CHF;;Bildung;08:15:00;07:15:00;16:45:00;21:00;28;147;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005423;;Ja;472;;;;;;;;;;;;;;;;;;;
Y8OZCYWD;19.03.2026 17:10;12;de;625383;19.03.2026 17:03;19.03.2026 17:10;;T3;Ja;24;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;4;3;;;;;;;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1971;Männlich;;;;Ja;;;;;;;;;;;;;;;;Schweiz;;Berufsausbildung;Selbständig;;> 4500 CHF;;Bildung;08:15:00;07:15:00;16:45:00;21:00;28;147;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005423;;Ja;472;;;;;;;;;;;;;;;;;;;
14VE92MP;19.03.2026 10:44;11;de;994799;19.03.2026 10:24;19.03.2026 10:44;;T1;Ja;24;;0 Tage;;2 Tage;24;7 Tage;41;Ja, aber ich bin noch nicht seit mehr als 6 Monaten regelmässig körperlich aktiv.;2;2;1;2;3;2;4;6;3;5;6;3;6;5;6;;4;5;3;3;5;3;3;3 - stimmt ziemlich;2 - stimmt teils-teils;;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;1 - stimmt wenig;1 - stimmt wenig;2 - stimmt teils-teils;;4;3;5;4;4;5;4;5;;;;3;4;4;3;2;3;4;4;5;4;5;5;4;5;5;3;3;2;3;;;4;3;4;3;3;3;1;1;2;1;1992;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Bachelor;Angestellt;;4000-4500 CHF;;Detailhandel;07:00:00;07:45:00;16:30:00;23:45;17;316;;Ja;Samsung Watch;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Google Fit;SYS-005024;;Ja;1229;;;;;;;;;;;;;;;;;;;
NSM43D8W;19.03.2026 10:44;11;de;994799;19.03.2026 10:24;19.03.2026 10:44;;T1;Ja;24;;0 Tage;;2 Tage;24;7 Tage;41;Ja, aber ich bin noch nicht seit mehr als 6 Monaten regelmässig körperlich aktiv.;2;2;1;2;3;2;4;6;3;5;6;3;6;5;6;;4;5;3;3;5;3;3;3 - stimmt ziemlich;2 - stimmt teils-teils;;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;1 - stimmt wenig;1 - stimmt wenig;2 - stimmt teils-teils;;4;3;5;4;4;5;4;5;;;;3;4;4;3;2;3;4;4;5;4;5;5;4;5;5;3;3;2;3;;;4;3;4;3;3;3;1;1;2;1;1992;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Bachelor;Angestellt;;4000-4500 CHF;;Detailhandel;07:00:00;07:45:00;16:30:00;23:45;17;316;;Ja;Samsung Watch;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Google Fit;SYS-005024;;Ja;1229;;;;;;;;;;;;;;;;;;;
3ZP08J3T;19.03.2026 10:44;11;de;994799;19.03.2026 10:24;19.03.2026 10:44;;T1;Ja;24;;0 Tage;;2 Tage;24;7 Tage;41;Ja, aber ich bin noch nicht seit mehr als 6 Monaten regelmässig körperlich aktiv.;2;2;1;2;3;2;4;6;3;5;6;3;6;5;6;;4;5;3;3;5;3;3;3 - stimmt ziemlich;2 - stimmt teils-teils;;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;1 - stimmt wenig;1 - stimmt wenig;2 - stimmt teils-teils;;4;3;5;4;4;5;4;5;;;;3;4;4;3;2;3;4;4;5;4;5;5;4;5;5;3;3;2;3;;;4;3;4;3;3;3;1;1;2;1;1992;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Bachelor;Angestellt;;4000-4500 CHF;;Detailhandel;07:00:00;07:45:00;16:30:00;23:45;17;316;;Ja;Samsung Watch;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Google Fit;SYS-005024;;Ja;1229;;;;;;;;;;;;;;;;;;;
14VE92MP;19.03.2026 13:51;13;de;802052;19.03.2026 13:44;19.03.2026 13:51;;T2;Ja;24;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;2;2;;;;;;;;;;;;;;;;;;;;2;3;3;;;;;;;;;;;;;1992;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Bachelor;Arbeitslos;;3000-4000 CHF;;Gesundheit;08:45:00;08:15:00;16:45:00;22:45;67;137;;Ja;Google Fit;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Google Fit;SYS-005224;;Ja;457;;;;;;;;;;;;;;;;;;;
NSM43D8W;19.03.2026 13:51;13;de;802052;19.03.2026 13:44;19.03.2026 13:51;;T2;Ja;24;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;2;2;;;;;;;;;;;;;;;;;;;;2;3;3;;;;;;;;;;;;;1992;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Bachelor;Arbeitslos;;3000-4000 CHF;;Gesundheit;08:45:00;08:15:00;16:45:00;22:45;67;137;;Ja;Google Fit;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Google Fit;SYS-005224;;Ja;457;;;;;;;;;;;;;;;;;;;
3ZP08J3T;19.03.2026 13:51;13;de;802052;19.03.2026 13:44;19.03.2026 13:51;;T2;Ja;24;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;2;2;;;;;;;;;;;;;;;;;;;;2;3;3;;;;;;;;;;;;;1992;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Bachelor;Arbeitslos;;3000-4000 CHF;;Gesundheit;08:45:00;08:15:00;16:45:00;22:45;67;137;;Ja;Google Fit;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Google Fit;SYS-005224;;Ja;457;;;;;;;;;;;;;;;;;;;
14VE92MP;19.03.2026 17:17;10;de;591651;19.03.2026 17:04;19.03.2026 17:17;;T3;Ja;24;Studien KI-App;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;3;2;;;;;;;;;;;;;;;;;;;;2;1;2;;;;;;;;;;;;;1992;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Österreich;;Master;Studierend;;3000-4000 CHF;;Bildung;06:30:00;07:45:00;16:30:00;22:45;66;286;;Ja;Fitbit;Ja;7;Mehrmals pro Woche;;;;;;;;;;;;;;;;;;;;;;;;Hilfreich;Manchmal zu allgemein;Ja;Fitbit;SYS-005424;;Ja;797;;;;;;;;;;;;;;;;;;;
NSM43D8W;19.03.2026 17:17;10;de;591651;19.03.2026 17:04;19.03.2026 17:17;;T3;Ja;24;Studien KI-App;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;3;2;;;;;;;;;;;;;;;;;;;;2;1;2;;;;;;;;;;;;;1992;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Österreich;;Master;Studierend;;3000-4000 CHF;;Bildung;06:30:00;07:45:00;16:30:00;22:45;66;286;;Ja;Fitbit;Ja;7;Mehrmals pro Woche;;;;;;;;;;;;;;;;;;;;;;;;Hilfreich;Manchmal zu allgemein;Ja;Fitbit;SYS-005424;;Ja;797;;;;;;;;;;;;;;;;;;;
3ZP08J3T;19.03.2026 17:17;10;de;591651;19.03.2026 17:04;19.03.2026 17:17;;T3;Ja;24;Studien KI-App;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;3;2;;;;;;;;;;;;;;;;;;;;2;1;2;;;;;;;;;;;;;1992;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Österreich;;Master;Studierend;;3000-4000 CHF;;Bildung;06:30:00;07:45:00;16:30:00;22:45;66;286;;Ja;Fitbit;Ja;7;Mehrmals pro Woche;;;;;;;;;;;;;;;;;;;;;;;;Hilfreich;Manchmal zu allgemein;Ja;Fitbit;SYS-005424;;Ja;797;;;;;;;;;;;;;;;;;;;
RP0J43D5;19.03.2026 10:37;11;de;310527;19.03.2026 10:25;19.03.2026 10:37;;T1;Ja;24;;0 Tage;;1 Tag;24;5 Tage;33;Ja, aber ich bin noch nicht seit mehr als 6 Monaten regelmässig körperlich aktiv.;1;;1;1;4;3;4;6;6;4;5;5;4;4;3;;2;;2;;3;3;4;2 - stimmt teils-teils;4 - stimmt völlig;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;1 - stimmt wenig;;4;5;5;5;5;2;2;3;4;3;4;3;5;4;3;3;3;5;5;4;5;3;4;4;5;5;5;2;1;1;;4;5;4;4;2;2;2;1;1;1;1;1990;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Master;Angestellt;;> 4500 CHF;;Gesundheit;08:30:00;08:30:00;16:15:00;23:15;22;339;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005025;;Ja;747;;;;;;;;;;;;;;;;;;;
IQVNB4GH;19.03.2026 10:37;11;de;310527;19.03.2026 10:25;19.03.2026 10:37;;T1;Ja;24;;0 Tage;;1 Tag;24;5 Tage;33;Ja, aber ich bin noch nicht seit mehr als 6 Monaten regelmässig körperlich aktiv.;1;;1;1;4;3;4;6;6;4;5;5;4;4;3;;2;;2;;3;3;4;2 - stimmt teils-teils;4 - stimmt völlig;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;1 - stimmt wenig;;4;5;5;5;5;2;2;3;4;3;4;3;5;4;3;3;3;5;5;4;5;3;4;4;5;5;5;2;1;1;;4;5;4;4;2;2;2;1;1;1;1;1990;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Master;Angestellt;;> 4500 CHF;;Gesundheit;08:30:00;08:30:00;16:15:00;23:15;22;339;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005025;;Ja;747;;;;;;;;;;;;;;;;;;;
2M5ZJA8D;19.03.2026 10:37;11;de;310527;19.03.2026 10:25;19.03.2026 10:37;;T1;Ja;24;;0 Tage;;1 Tag;24;5 Tage;33;Ja, aber ich bin noch nicht seit mehr als 6 Monaten regelmässig körperlich aktiv.;1;;1;1;4;3;4;6;6;4;5;5;4;4;3;;2;;2;;3;3;4;2 - stimmt teils-teils;4 - stimmt völlig;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;1 - stimmt wenig;;4;5;5;5;5;2;2;3;4;3;4;3;5;4;3;3;3;5;5;4;5;3;4;4;5;5;5;2;1;1;;4;5;4;4;2;2;2;1;1;1;1;1990;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Master;Angestellt;;> 4500 CHF;;Gesundheit;08:30:00;08:30:00;16:15:00;23:15;22;339;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005025;;Ja;747;;;;;;;;;;;;;;;;;;;
